user_id	talk_id	view_time
2	10572	09/20/2016 20:54:46
2	10572	09/20/2016 20:55:59
2	10665	09/21/2016 18:16:30
2	10662	09/21/2016 18:19:58
2	10619	09/21/2016 18:21:18
2	10550	09/21/2016 18:30:53
2	10663	09/21/2016 18:31:23
2	10646	09/21/2016 18:31:36
2	10607	09/21/2016 18:31:54
2	10607	09/21/2016 18:32:11
2	10607	09/21/2016 18:33:48
2	10555	09/21/2016 22:23:06
2	10555	09/21/2016 22:23:15
2	10555	09/21/2016 22:24:02
2	10676	09/21/2016 22:32:54
2	10647	09/21/2016 22:35:48
2	10607	09/23/2016 11:29:17
2	10641	09/23/2016 11:29:27
2	10641	09/23/2016 11:30:07
2	10651	09/23/2016 13:34:37
2	10651	09/23/2016 13:39:50
2	10651	09/23/2016 13:51:58
2	10636	09/23/2016 13:54:44
2	10686	09/23/2016 14:27:03
2	10686	09/23/2016 14:27:30
2	10580	09/23/2016 14:52:02
2	10680	09/23/2016 14:59:49
2	10616	09/23/2016 15:02:34
2	10664	09/23/2016 15:05:11
2	10591	09/23/2016 15:07:51
2	10695	09/24/2016 23:30:42
2	10626	09/24/2016 23:32:10
2	10695	09/25/2016 12:19:28
2	10627	09/25/2016 12:20:13
2	10612	09/25/2016 13:00:00
2	10612	09/25/2016 13:00:00
2	10683	09/25/2016 14:45:16
2	10677	09/25/2016 14:45:45
2	10681	09/25/2016 14:46:31
2	10572	09/25/2016 14:46:47
2	10661	09/25/2016 14:47:00
2	10564	09/25/2016 14:47:08
2	10624	09/25/2016 14:47:13
2	10591	09/25/2016 14:48:04
2	10620	09/25/2016 14:48:06
2	10682	09/25/2016 14:48:43
2	10583	09/25/2016 14:48:51
2	10664	09/26/2016 13:02:36
2	10617	09/26/2016 13:31:27
2	10699	09/26/2016 14:37:59
2	10664	09/26/2016 18:24:46
2	10676	09/26/2016 18:25:00
2	10676	09/26/2016 18:26:16
2	10564	09/26/2016 23:23:50
2	10699	09/27/2016 10:23:08
2	10699	09/27/2016 10:23:49
2	10681	09/27/2016 21:57:43
2	10591	09/27/2016 21:57:55
2	10672	09/27/2016 22:00:12
2	10677	09/27/2016 22:02:33
2	10718	09/28/2016 10:39:27
2	10721	09/29/2016 22:48:58
2	10721	09/29/2016 22:49:58
2	10724	09/30/2016 00:31:29
2	10724	09/30/2016 00:32:15
2	10724	09/30/2016 00:33:07
2	10583	10/04/2016 17:22:50
2	10583	10/04/2016 17:23:17
2	10582	10/04/2016 18:21:14
2	10582	10/04/2016 18:21:57
2	10795	10/06/2016 14:32:43
2	10795	10/10/2016 14:15:45
2	10795	10/10/2016 22:01:14
2	10795	10/10/2016 22:02:05
2	10795	10/10/2016 22:03:26
2	10795	10/10/2016 22:04:59
2	10795	10/10/2016 22:11:17
2	10795	10/10/2016 22:13:48
2	10543	10/11/2016 22:03:07
2	10687	10/11/2016 22:06:03
2	10687	10/11/2016 22:09:29
2	10687	10/11/2016 22:14:12
2	10702	10/13/2016 00:05:01
2	10702	10/13/2016 00:11:09
2	10702	10/13/2016 00:12:08
2	10591	10/23/2016 00:30:41
2	10591	10/23/2016 00:31:42
2	10636	10/23/2016 00:32:51
2	10651	10/23/2016 00:33:42
2	10636	10/23/2016 00:34:07
2	10637	10/23/2016 00:35:57
2	10558	11/03/2016 20:53:07
2	10570	11/03/2016 20:55:22
2	10570	11/03/2016 20:55:49
2	10619	11/03/2016 20:55:58
2	10619	11/03/2016 20:56:32
2	10492	11/03/2016 21:03:36
2	10492	11/03/2016 21:04:17
2	10612	11/15/2016 16:41:59
2	10612	11/15/2016 16:42:40
2	10612	11/15/2016 16:44:58
21	10517	08/14/2016 17:16:21
21	10516	08/14/2016 17:16:57
21	10562	09/02/2016 13:07:09
21	10532	09/05/2016 10:38:39
21	10636	09/21/2016 20:58:52
21	10620	09/21/2016 21:00:28
82	10488	08/04/2016 12:13:06
82	10464	08/04/2016 12:15:00
82	10490	08/04/2016 12:40:07
82	10488	08/04/2016 15:16:03
82	10488	08/04/2016 15:17:02
82	10488	08/05/2016 12:15:00
82	10491	08/15/2016 19:45:49
82	10491	08/15/2016 19:46:59
82	10491	08/15/2016 19:47:52
82	10491	08/15/2016 19:48:43
82	10491	08/15/2016 19:49:12
1460	10562	09/05/2016 20:46:32
1460	10562	09/05/2016 22:07:06
1475	10554	09/01/2016 12:01:22
1475	10554	09/01/2016 12:01:55
1475	10554	09/01/2016 12:02:21
1594	10492	08/04/2016 13:45:39
1594	10496	08/04/2016 13:52:12
1634	10610	09/11/2016 18:03:25
1634	10698	09/25/2016 13:12:14
1634	10699	09/25/2016 13:12:47
1634	10694	09/25/2016 13:13:54
1687	10488	08/04/2016 10:23:24
1687	10488	08/04/2016 10:24:25
1687	10488	08/04/2016 11:03:29
1687	10488	08/04/2016 11:05:57
1687	10488	08/05/2016 14:35:44
1765	10522	08/20/2016 09:55:40
1765	10552	09/01/2016 23:33:42
1765	10562	09/02/2016 09:46:49
1765	10562	09/02/2016 09:49:55
1765	10527	09/02/2016 11:29:02
1765	10562	09/02/2016 11:29:53
1765	10562	09/02/2016 11:30:39
1765	10552	09/02/2016 13:27:11
1765	10523	09/04/2016 13:22:10
1765	10546	09/04/2016 13:25:24
1765	10523	09/06/2016 14:40:51
1765	10607	09/09/2016 09:14:45
1765	10558	09/09/2016 09:21:35
1765	10631	09/13/2016 14:29:36
1765	10637	09/15/2016 09:24:32
1765	10637	09/16/2016 09:01:05
1765	10637	09/16/2016 09:36:47
1765	10627	09/25/2016 12:26:29
1765	10627	09/26/2016 14:39:08
2155	10634	09/14/2016 15:09:02
2217	10590	09/13/2016 12:23:18
2217	10551	09/13/2016 12:27:32
2418	10523	09/05/2016 22:19:43
2418	10549	09/05/2016 22:20:04
2418	10572	09/10/2016 14:39:20
2418	10615	09/10/2016 14:59:32
2418	10654	09/19/2016 11:39:17
2418	10654	09/19/2016 11:39:26
2418	10615	09/19/2016 11:40:05
2418	10572	09/27/2016 08:22:23
2418	10695	09/27/2016 08:24:12
2418	10572	09/27/2016 08:28:28
2418	10695	09/27/2016 08:29:52
2418	10615	10/31/2016 16:41:15
2418	10572	10/31/2016 16:42:21
2418	10617	10/31/2016 16:46:30
2418	10615	10/31/2016 16:46:31
2418	10572	10/31/2016 16:50:52
2418	10615	10/31/2016 16:50:55
2418	10617	10/31/2016 16:51:05
2815	10534	08/26/2016 13:18:51
2964	10651	09/16/2016 17:10:32
2964	10636	09/16/2016 17:10:38
2964	10636	09/16/2016 17:12:03
2964	10651	09/16/2016 17:12:20
2964	10591	09/27/2016 15:32:02
2964	10591	09/30/2016 10:04:09
2964	10591	09/30/2016 10:10:01
3186	10662	09/19/2016 08:50:19
3186	10564	09/26/2016 14:26:54
3302	10665	09/21/2016 18:53:47
3302	10665	09/22/2016 15:09:36
3302	10676	09/26/2016 18:25:03
3420	10488	08/04/2016 09:03:55
3420	10488	08/04/2016 09:04:54
3420	10488	08/04/2016 10:50:10
3420	10488	08/04/2016 10:57:36
3420	10488	08/04/2016 11:00:24
3420	10488	08/04/2016 11:06:33
3420	10665	09/23/2016 09:20:23
3423	10465	08/31/2016 16:44:26
3423	10544	08/31/2016 16:49:41
3423	10546	08/31/2016 18:13:23
3423	10548	08/31/2016 18:32:19
3423	10548	08/31/2016 18:34:18
3423	10548	08/31/2016 18:38:10
3423	10548	08/31/2016 18:42:01
3423	10548	08/31/2016 18:42:10
3423	10465	08/31/2016 18:53:39
3423	10465	09/01/2016 00:22:40
3423	10552	09/02/2016 13:41:08
3423	10465	09/02/2016 14:34:55
3423	10465	09/04/2016 00:15:06
3423	10548	09/05/2016 11:46:22
3423	10553	09/05/2016 11:46:31
3423	10548	09/05/2016 11:53:01
3423	10546	09/05/2016 12:03:48
3423	10567	09/05/2016 12:46:58
3423	10546	09/05/2016 23:06:44
3423	10562	09/06/2016 14:23:48
3423	10562	09/06/2016 18:52:18
3423	10562	09/06/2016 19:04:55
3423	10589	09/07/2016 13:24:01
3423	10548	09/07/2016 13:52:01
3423	10553	09/07/2016 13:52:04
3423	10548	09/09/2016 10:38:34
3423	10548	09/09/2016 11:37:37
3423	10589	09/09/2016 11:47:50
3423	10589	09/10/2016 16:15:02
3423	10592	09/10/2016 22:20:57
3423	10548	09/10/2016 22:22:04
3423	10551	09/10/2016 22:23:57
3423	10627	09/12/2016 17:29:05
3423	10627	09/12/2016 17:30:01
3423	10627	09/12/2016 17:30:36
3423	10627	09/13/2016 13:33:24
3423	10603	09/13/2016 13:36:34
3423	10604	09/13/2016 15:35:40
3423	10570	09/13/2016 15:38:00
3423	10627	09/16/2016 11:44:34
3423	10631	09/16/2016 11:50:00
3423	10647	09/16/2016 12:01:24
3423	10648	09/16/2016 16:55:54
3423	10649	09/16/2016 17:03:43
3423	10649	09/16/2016 17:49:27
3423	10630	09/16/2016 17:52:23
3423	10654	09/16/2016 18:10:56
3423	10655	09/16/2016 18:32:56
3423	10570	09/17/2016 20:17:22
3423	10570	09/17/2016 20:37:47
3423	10662	09/18/2016 18:06:09
3423	10654	09/20/2016 00:10:57
3423	10648	09/20/2016 00:11:50
3423	10662	09/20/2016 00:15:22
3423	10665	09/20/2016 21:21:34
3423	10636	09/20/2016 21:23:34
3423	10651	09/20/2016 21:23:37
3423	10662	09/20/2016 21:25:18
3423	10665	09/21/2016 10:47:54
3423	10662	09/21/2016 10:48:08
3423	10655	09/21/2016 10:49:27
3423	10649	09/21/2016 10:51:32
3423	10647	09/21/2016 10:52:18
3423	10627	09/21/2016 10:53:15
3423	10649	09/21/2016 10:54:10
3423	10662	09/21/2016 18:25:28
3423	10662	09/21/2016 18:26:24
3423	10662	09/22/2016 08:54:15
3423	10662	09/22/2016 19:31:45
3423	10682	09/22/2016 19:44:42
3423	10682	09/22/2016 19:46:17
3423	10627	09/22/2016 19:47:54
3423	10683	09/22/2016 19:56:39
3423	10620	09/22/2016 20:08:25
3423	10684	09/22/2016 20:14:51
3423	10548	09/22/2016 20:19:28
3423	10662	09/22/2016 20:55:05
3423	10620	09/23/2016 17:02:47
3423	10665	09/23/2016 22:13:31
3423	10683	09/25/2016 18:11:55
3423	10636	09/25/2016 18:13:44
3425	10565	09/02/2016 11:15:29
3425	10565	09/02/2016 11:16:42
3425	10565	09/05/2016 09:06:44
3425	10565	09/05/2016 09:08:48
3425	10562	09/06/2016 16:58:47
3425	10562	09/06/2016 16:58:52
3425	10562	09/06/2016 16:59:35
3425	10565	09/06/2016 16:59:49
3425	10562	09/06/2016 17:04:04
3425	10562	09/06/2016 17:31:03
3425	10565	09/07/2016 15:20:08
3425	10569	09/07/2016 15:27:15
3425	10507	09/07/2016 16:30:34
3425	10558	09/07/2016 16:35:37
3425	10525	09/07/2016 16:44:28
3425	10553	09/08/2016 23:43:33
3425	10548	09/08/2016 23:44:04
3425	10553	09/08/2016 23:44:12
3425	10548	09/08/2016 23:44:26
3425	10548	09/08/2016 23:44:52
3425	10534	09/08/2016 23:45:18
3425	10589	09/08/2016 23:45:37
3425	10558	09/08/2016 23:46:24
3425	10534	09/12/2016 09:33:52
3425	10580	09/13/2016 01:03:38
3425	10631	09/13/2016 11:09:58
3425	10631	09/13/2016 11:11:03
3425	10631	09/13/2016 11:11:46
3425	10610	09/13/2016 11:14:02
3425	10548	09/13/2016 17:00:30
3425	10507	09/15/2016 16:22:10
3425	10554	09/15/2016 16:22:20
3425	10548	09/15/2016 16:23:14
3425	10534	09/15/2016 16:23:36
3425	10627	09/18/2016 22:26:12
3425	10663	09/18/2016 22:39:32
3425	10613	09/21/2016 10:59:56
3425	10630	09/21/2016 11:14:09
3425	10646	09/21/2016 11:14:13
3425	10664	09/21/2016 11:15:58
3425	10564	09/27/2016 18:56:12
3425	10665	09/28/2016 20:21:46
3425	10578	09/28/2016 20:22:13
3425	10683	10/07/2016 23:01:39
3425	10554	11/01/2016 22:17:29
3425	10507	11/01/2016 22:17:31
3425	10676	11/07/2016 00:51:30
3426	10607	09/08/2016 22:48:44
3426	10548	09/09/2016 02:31:19
3426	10534	09/09/2016 02:32:06
3426	10589	09/09/2016 02:34:52
3426	10546	09/09/2016 02:36:17
3426	10562	09/09/2016 02:36:49
3426	10558	09/09/2016 02:37:11
3426	10589	09/09/2016 02:44:00
3426	10507	09/11/2016 17:59:06
3426	10619	09/12/2016 16:30:44
3426	10620	09/12/2016 16:33:00
3426	10637	09/15/2016 19:40:02
3426	10507	09/16/2016 23:09:43
3426	10648	09/20/2016 22:17:07
3426	10665	09/20/2016 22:18:56
3426	10665	09/20/2016 22:19:58
3426	10665	09/20/2016 22:21:13
3426	10665	09/20/2016 22:21:49
3426	10662	09/21/2016 01:36:17
3426	10662	09/21/2016 22:41:36
3426	10665	09/21/2016 22:53:07
3426	10646	09/22/2016 14:53:49
3426	10550	09/22/2016 14:55:09
3426	10662	09/22/2016 14:55:38
3426	10676	09/22/2016 14:56:16
3426	10665	09/22/2016 18:36:34
3426	10665	09/22/2016 21:40:13
3426	10680	09/23/2016 18:35:00
3426	10616	09/23/2016 18:35:31
3426	10664	09/23/2016 18:36:57
3426	10591	09/23/2016 18:37:36
3426	10676	09/24/2016 02:11:50
3426	10683	09/25/2016 15:19:28
3426	10620	09/25/2016 15:20:00
3426	10474	09/29/2016 22:51:55
3427	10558	09/01/2016 23:04:15
3427	10558	09/01/2016 23:25:47
3427	10552	09/02/2016 00:02:02
3427	10558	09/02/2016 00:02:24
3427	10528	09/02/2016 11:29:20
3427	10510	09/02/2016 14:51:12
3427	10465	09/02/2016 14:59:16
3427	10523	09/05/2016 22:33:28
3427	10558	09/06/2016 16:14:19
3427	10570	09/06/2016 18:47:13
3427	10558	09/07/2016 13:44:42
3427	10558	09/07/2016 13:51:06
3427	10591	09/07/2016 14:02:04
3427	10591	09/07/2016 14:04:46
3427	10591	09/07/2016 14:42:23
3427	10558	09/07/2016 15:24:50
3427	10591	09/07/2016 15:35:54
3427	10610	09/09/2016 08:33:17
3427	10592	09/09/2016 08:33:56
3427	10558	09/09/2016 14:03:16
3427	10620	09/13/2016 09:16:00
3427	10623	09/13/2016 09:31:05
3427	10581	09/13/2016 10:07:49
3427	10570	09/14/2016 12:32:53
3427	10592	09/14/2016 12:34:49
3427	10570	09/14/2016 12:35:38
3427	10591	09/14/2016 12:35:57
3427	10619	09/14/2016 12:44:28
3427	10557	09/14/2016 12:45:05
3427	10554	09/14/2016 12:53:22
3427	10492	09/14/2016 23:25:26
3427	10591	09/14/2016 23:26:50
3427	10585	09/14/2016 23:57:25
3427	10513	09/14/2016 23:58:30
3427	10636	09/15/2016 07:06:41
3427	10603	09/15/2016 07:07:35
3427	10570	09/15/2016 07:08:18
3427	10637	09/15/2016 07:28:19
3427	10637	09/16/2016 12:48:41
3427	10570	09/16/2016 14:04:36
3427	10636	09/18/2016 02:22:21
3427	10651	09/18/2016 02:22:32
3427	10636	09/18/2016 02:22:57
3427	10636	09/18/2016 02:23:13
3427	10651	09/18/2016 02:23:40
3427	10651	09/19/2016 01:46:35
3427	10619	09/19/2016 01:48:07
3427	10636	09/20/2016 00:38:10
3427	10665	09/22/2016 14:23:22
3427	10665	09/22/2016 14:24:05
3427	10665	09/23/2016 08:26:10
3427	10636	09/23/2016 08:38:33
3427	10665	09/23/2016 11:52:51
3427	10616	09/25/2016 10:37:47
3427	10591	09/25/2016 10:38:28
3427	10617	09/25/2016 12:18:19
3427	10649	09/25/2016 12:36:10
3427	10591	09/30/2016 11:07:59
3427	10620	09/30/2016 11:08:24
3427	10620	09/30/2016 14:32:03
3427	10664	10/10/2016 14:19:26
3427	10558	10/11/2016 07:28:58
3427	10526	10/11/2016 14:44:59
3427	10610	10/11/2016 14:57:35
3427	10507	10/11/2016 14:58:13
3427	10687	10/11/2016 15:00:07
3428	10546	09/02/2016 10:03:01
3428	10525	09/02/2016 10:13:42
3428	10564	09/02/2016 15:20:42
3428	10564	09/02/2016 15:21:00
3428	10558	09/02/2016 15:22:54
3428	10546	09/02/2016 15:23:54
3428	10564	09/02/2016 15:25:08
3428	10564	09/02/2016 15:28:36
3428	10564	09/02/2016 15:29:49
3428	10564	09/02/2016 15:34:14
3428	10564	09/02/2016 15:46:42
3428	10564	09/02/2016 15:47:22
3428	10564	09/02/2016 15:52:49
3428	10564	09/02/2016 15:53:12
3428	10505	09/02/2016 15:54:16
3428	10523	09/02/2016 15:57:18
3428	10549	09/02/2016 16:26:12
3428	10564	09/03/2016 14:46:45
3428	10523	09/05/2016 12:07:24
3428	10562	09/05/2016 12:07:27
3428	10502	09/05/2016 12:12:21
3428	10532	09/05/2016 12:12:37
3428	10558	09/05/2016 12:13:00
3428	10523	09/05/2016 15:35:15
3428	10562	09/05/2016 15:35:53
3428	10562	09/05/2016 15:35:53
3428	10562	09/05/2016 17:06:07
3428	10562	09/06/2016 18:27:29
3428	10564	09/06/2016 22:29:08
3428	10558	09/06/2016 22:32:49
3428	10558	09/07/2016 13:47:09
3428	10558	09/07/2016 13:50:43
3428	10591	09/07/2016 15:31:06
3428	10563	09/07/2016 15:31:32
3428	10496	09/07/2016 15:31:35
3428	10564	09/07/2016 15:32:12
3428	10558	09/07/2016 15:34:16
3428	10570	09/07/2016 15:43:26
3428	10558	09/08/2016 15:48:47
3428	10558	09/09/2016 13:02:10
3428	10558	09/09/2016 13:56:20
3428	10558	09/09/2016 14:01:41
3428	10558	09/10/2016 11:47:16
3428	10600	09/13/2016 12:42:34
3428	10599	09/13/2016 12:43:55
3428	10578	09/13/2016 12:44:12
3428	10570	09/13/2016 12:44:52
3428	10513	09/13/2016 12:45:06
3428	10534	09/13/2016 13:28:48
3428	10558	09/14/2016 01:06:29
3428	10564	09/15/2016 00:02:59
3428	10558	09/15/2016 00:03:08
3428	10637	09/15/2016 08:57:31
3428	10558	09/16/2016 10:24:29
3428	10513	09/16/2016 10:25:31
3428	10513	09/16/2016 15:24:44
3428	10615	09/19/2016 15:30:53
3428	10631	09/19/2016 15:31:11
3428	10605	09/19/2016 15:31:42
3428	10665	09/19/2016 15:32:53
3428	10631	09/19/2016 15:41:53
3428	10558	09/20/2016 13:57:09
3428	10631	09/20/2016 13:57:43
3428	10558	09/21/2016 11:10:19
3428	10631	09/21/2016 11:16:16
3428	10645	09/21/2016 14:45:32
3428	10564	09/21/2016 14:48:27
3428	10564	09/21/2016 14:49:54
3428	10636	09/21/2016 15:16:01
3428	10591	09/21/2016 15:17:01
3428	10627	09/21/2016 15:25:40
3428	10616	09/21/2016 15:28:14
